id,title,date_release,rating,wish_list_count,review_count,list_count,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10
430042,Il faut sauver le soldat Ryan,1998-07-24,737,5279,197,12414,108,159,358,718,2000,5491,13408,14313,6131,2185
376325,Brice de Nice,2005-04-06,434,650,219,2446,3291,4515,6006,7505,8705,7988,4656,1579,447,307
9457270,Zootopie,2016-02-11,738,3513,479,9227,58,77,196,484,1594,5428,14410,15253,5894,1738
441146,Le Hobbit : La Désolation de Smaug,2013-12-13,645,2258,651,8012,283,519,1059,2298,5074,10290,13676,8325,2663,1095
467266,Taxi Driver,1976-02-08,792,11319,294,16191,57,83,200,491,1344,3779,9897,15375,9809,4283
445556,L'Âge de glace,2002-03-15,700,776,83,3778,100,154,365,874,2562,7899,17304,12099,3048,1030
1324648,Trainspotting,1996-02-23,754,6789,197,9270,108,127,286,581,1504,4249,12636,16463,7206,2294
374602,Good Morning England,2009-04-01,733,5419,341,6192,104,171,287,686,1824,5303,13657,15104,6322,2064
422876,La Liste de Schindler,1993-12-25,805,14052,224,15761,140,109,183,328,876,2364,7950,15915,11846,5931
405455,Harry Potter et le Prince de sang-mêlé,2009-07-06,625,823,253,5307,343,588,1183,2561,5649,11179,12620,7359,2522,1693
455599,Le Château ambulant,2004-11-20,796,5499,204,12840,51,42,92,261,752,2657,9217,15754,10952,6021
473176,Memento,2000-10-11,763,9647,310,12087,91,95,217,577,1401,4135,11770,16738,8302,2498
496116,Alice au pays des merveilles,2010-03-05,510,1708,559,5270,1120,2034,3685,6397,9230,10644,7921,3726,1109,529
8463636,Birdman,2014-00-00,736,9114,703,12147,189,289,593,1310,2540,5534,11862,14923,7434,2019
11913569,La La Land,2016-11-09,756,8596,850,15445,257,348,583,1146,2392,4800,9464,12880,9745,5128
443074,L'Étrange Noël de Monsieur Jack,1993-10-13,767,3791,174,8657,97,145,274,643,1657,4818,11876,15075,8089,4140
475251,2001 : L'Odyssée de l'espace,1968-04-03,798,14058,578,24719,300,397,626,1067,2156,3766,7425,11560,10494,9261
465898,Harry Potter et l'Ordre du phénix,2007-07-11,626,837,183,6097,311,464,1075,2395,6117,11946,13584,7411,2461,1711
444625,Old Boy,2003-11-21,809,11606,405,18120,136,141,235,477,1032,2523,7567,15942,13519,5975
482419,Harry Potter et les Reliques de la Mort : 1ère partie,2010-11-24,658,1217,505,6742,275,433,830,1888,4581,10240,14718,9274,3457,1986
372017,La vie est belle,1997-12-20,776,7232,235,8305,187,191,308,522,1222,3067,9639,16332,10979,5429
484187,Le Prestige,2006-10-19,759,7714,358,13509,70,101,262,586,1555,4511,12277,17022,8738,2764
436969,300,2007-03-07,642,2270,417,6803,647,913,1594,2541,4738,9538,13862,9631,3354,1185
453930,Harry Potter et les Reliques de la Mort : 2ème partie,2011-07-12,675,1260,458,8268,268,379,794,1669,3943,8613,14348,10928,4608,2645
407307,The Mask,1994-07-29,671,2316,199,6335,238,420,854,1849,4478,10109,15203,9959,3498,1593
378011,"Snatch, tu braques ou tu raques",2000-09-01,761,4861,209,9283,108,176,261,551,1405,3974,12296,17746,8948,3045
406027,Retour vers le futur 2,1989-11-22,762,1977,162,10886,83,88,220,594,1760,5439,13642,15562,7484,3992
484136,Men in Black,1997-07-02,683,1542,137,6798,113,227,453,1182,3533,10563,18881,10626,2431,868
410801,L'Étrange Histoire de Benjamin Button,2008-12-25,674,4495,288,6836,205,484,908,1997,4395,9851,15292,10879,3729,1270
493753,Big Fish,2003-12-10,729,7634,286,9533,133,220,451,1131,2488,6417,13789,14793,7058,2979
373576,OSS 117 : Rio ne répond plus,2009-04-15,703,2066,206,6525,377,502,806,1476,3061,7243,14499,13390,5974,2257
367492,Sin City,2005-04-01,733,6055,236,11246,190,316,513,1049,2431,5940,14271,16288,6797,1996
10750147,Les 8 Salopards,2015-12-25,741,9372,813,15553,159,206,432,1063,2136,5580,13105,17326,7961,2011
451223,Iron Man,2008-04-30,661,1226,279,9228,236,393,811,1635,4140,10797,18040,10443,2545,967
367774,Monstres & Cie,2001-11-02,747,1445,139,9645,68,91,182,497,1923,6167,15918,16761,6440,2422
449275,Hunger Games,2012-03-21,584,1264,761,5323,620,1134,2118,4042,7422,12646,13152,6658,1878,886
435660,Alien : Le 8ème Passager,1979-05-25,811,5078,428,26655,78,79,164,370,1007,3026,10069,18096,12239,5623
390881,Usual Suspects,1995-07-19,790,7954,311,13540,77,64,159,406,965,3061,10281,18989,12378,4580
8467708,Kingsman : Services secrets,2015-01-29,713,3399,609,9656,161,282,545,1221,2642,7258,16477,15636,5411,1379
489613,Sixième Sens,1999-08-06,738,5151,246,9397,98,149,293,715,1968,6380,16253,16793,6384,2040
384529,Je suis une légende,2007-12-05,611,2055,322,5617,413,768,1664,3325,6825,12726,14219,7822,2377,948
380733,Skyfall,2012-10-26,708,2782,846,10143,161,244,523,1246,3166,8295,16772,14757,4899,1160
405741,Star Wars : Épisode II - L'Attaque des clones,2002-05-16,592,1196,262,8980,657,1323,2146,4053,7531,12755,12745,6667,2281,1270
459448,Harry Potter et la Coupe de feu,2005-11-30,642,803,207,6995,295,469,1011,2417,5766,11603,15297,9474,3116,1991
384655,E.T. l'extra-terrestre,1982-06-11,716,2748,165,10929,146,234,494,1085,3271,8564,17101,13487,5029,2485
494050,Blade Runner,1982-06-25,791,9996,547,24258,91,202,388,936,2065,4691,10046,14731,11537,7319
387639,Very Bad Trip,2009-06-05,632,1601,329,3642,510,873,1471,2854,6083,12535,16170,8584,2423,804
469602,Shrek,2001-05-18,711,892,117,6358,161,198,425,924,2650,8242,19142,14748,4312,1670
368716,Les Indestructibles,2004-11-05,705,1231,163,9594,115,207,506,1168,3753,9601,17146,13234,4921,1843
403401,Million Dollar Baby,2004-12-15,758,6692,207,9974,106,132,308,697,1684,4858,14109,18998,8701,2911
11166540,The Revenant,2015-12-25,738,9235,933,14727,172,252,490,1148,2651,6391,14081,16887,8277,2289
447958,Vol au-dessus d'un nid de coucou,1975-11-21,836,13542,291,13567,41,47,88,191,533,1839,7133,18378,17415,7519
399294,American Beauty,1999-09-15,783,8410,267,10029,101,110,280,588,1366,4081,12174,19713,10816,3996
387292,Spider-Man,2002-05-01,663,1229,172,10446,216,410,831,1949,5155,12551,18781,10037,2293,1018
368879,Batman Begins,2005-06-10,695,2012,352,13005,158,226,525,1111,3170,9288,19894,13764,4067,1194
408443,Le Parrain,1972-03-24,846,11744,306,17758,91,93,153,328,840,2086,6995,15822,16771,10600
442591,Full Metal Jacket,1987-06-26,797,7862,233,13076,43,74,158,354,1008,3490,11831,21039,12061,3773
1225765,Toy Story,1995-11-22,767,1480,184,12791,74,101,214,587,1815,5415,14825,18344,8603,3979
433492,Le Retour du Jedi,1983-05-25,774,1587,208,14198,110,111,247,454,1450,4517,13403,19135,9844,4718
457254,Slumdog Millionaire,2008-12-05,699,3383,270,4217,247,360,653,1348,3125,8117,17100,15570,5785,1743
382428,Arrête-moi si tu peux,2002-12-25,743,4230,160,11790,54,83,191,577,1702,6191,17971,18884,6722,1998
10777058,Whiplash,2014-10-10,806,8752,751,12531,101,102,221,404,1074,2841,9302,19623,15766,5139
477607,Harry Potter et le Prisonnier d'Azkaban,2004-06-02,695,851,225,9123,204,273,669,1448,3764,9501,17573,13565,5012,2776
493660,Avengers,2012-05-04,647,2227,889,15062,502,790,1468,2805,5708,11181,15753,11050,3882,1691
474891,Vice-Versa,2015-06-19,750,3523,607,11836,91,160,331,848,2466,6528,14970,17857,8934,2790
444296,Les Visiteurs,1993-01-27,647,1414,188,6713,649,916,1550,2691,5855,11621,15903,10317,3756,1961
387770,Star Wars : Épisode III - La Revanche des Sith,2005-05-17,688,1495,316,12727,397,525,1022,1870,4129,8867,15465,13305,6357,3305
368560,Pirates des Caraïbes : La Malédiction du Black Pearl,2003-07-09,690,1326,170,8788,201,326,621,1295,3720,9638,19833,13805,4114,1776
362143,Deadpool,2016-02-04,660,3319,744,10205,478,634,1183,2287,4639,10431,17012,12433,4535,1791
452178,Kick-Ass,2010-04-16,689,2862,559,8827,312,484,944,1762,4136,10184,18806,13734,4019,1160
394207,The Social Network,2010-10-01,697,5307,736,9594,151,285,684,1751,4679,11379,18248,12699,4418,1264
435375,Harry Potter et la Chambre des secrets,2002-12-04,660,840,178,7157,261,432,778,1862,5135,12400,18032,10728,3606,2400
467317,Le Hobbit : Un voyage inattendu,2012-12-14,661,2480,924,9542,347,534,1089,2483,5170,11371,17455,11596,3916,1715
392288,American History X,1998-10-30,779,6868,238,7737,121,160,286,528,1224,3554,11756,21409,12399,4266
404056,Bienvenue chez les Ch'tis,2008-02-27,461,1034,482,3099,3685,4226,6056,8157,10831,10910,7596,3281,983,581
389335,"OSS 117 : Le Caire, nid d'espions",2006-04-19,706,2099,221,6978,421,599,987,1590,3216,7736,16524,15905,6699,2631
8194088,Star Wars : Le Réveil de la Force,2015-12-16,648,3245,1344,13481,687,743,1444,3064,6194,11768,16832,11102,3424,1118
423522,Little Miss Sunshine,2006-08-18,730,5351,303,7095,127,218,499,1007,2517,7230,17720,17912,6943,2261
414314,Le Monde de Nemo,2003-05-30,726,1330,144,9270,99,131,328,776,2684,8514,19392,16749,5864,2166
1316195,V pour Vendetta,2006-03-17,724,5705,309,10824,199,282,603,1242,3174,7559,15667,16682,8517,3529
423661,Star Wars : Épisode I - La Menace fantôme,1999-05-19,617,1402,369,10570,651,995,1996,3451,7165,13707,15823,9039,3025,1829
380343,Le Silence des agneaux,1991-01-30,797,8194,237,15530,69,51,125,290,935,3341,12622,23338,12886,4500
433183,Eternal Sunshine of the Spotless Mind,2004-03-19,782,10005,404,14428,138,155,367,843,1755,4527,12291,19763,12709,5866
395690,La Cité de la peur,1994-03-09,743,4598,348,9974,339,427,735,1245,2569,6479,14752,17145,9629,5360
427132,The Dark Knight Rises,2012-07-19,685,2718,988,15805,260,405,942,2064,4212,10098,18068,15147,5827,1952
